"Id","season","team1","team2","team1seed","team2seed","fgm.x","fga.x","fgm3.x","fga3.x","fta.x","or.x","dr.x","ast.x","to.x","stl.x","blk.x","pf.x","n.x","fgm.y","fga.y","fgm3.y","fga3.y","fta.y","or.y","dr.y","ast.y","to.y","stl.y","blk.y","pf.y","n.y","Pred","ada"
"2016_1153_1195",2016,1153,1195,9,16,823,1925,242,701,645,432,828,495,354,254,186,500,32,818,1742,147,425,634,332,811,374,348,178,117,569,29,0.741256292524095,0.836734326638634
"2016_1153_1201",2016,1153,1201,9,14,823,1925,242,701,645,432,828,495,354,254,186,500,32,836,1942,201,586,740,366,819,418,340,261,119,712,32,0.675913283485229,0.769154832698057
"2016_1153_1211",2016,1153,1211,9,11,823,1925,242,701,645,432,828,495,354,254,186,500,32,896,1846,249,662,662,335,925,444,363,160,96,563,32,0.482894396646754,0.55145178463365
"2016_1153_1214",2016,1153,1214,9,16,823,1925,242,701,645,432,828,495,354,254,186,500,32,772,1847,198,641,775,422,817,368,416,157,110,614,30,0.857311735913434,0.84034609004002
"2016_1153_1218",2016,1153,1218,9,13,823,1925,242,701,645,432,828,495,354,254,186,500,32,778,1694,220,671,784,313,808,469,395,232,117,614,30,0.779617107581939,0.728739872911144
"2016_1153_1221",2016,1153,1221,9,16,823,1925,242,701,645,432,828,495,354,254,186,500,32,737,1785,236,721,644,269,725,459,362,213,83,555,33,0.881763051517794,0.840139940956307
"2016_1153_1231",2016,1153,1231,9,5,823,1925,242,701,645,432,828,495,354,254,186,500,32,934,1864,316,762,621,385,811,511,437,222,127,582,32,0.254469535969092,0.66169095695085
"2016_1153_1233",2016,1153,1233,9,13,823,1925,242,701,645,432,828,495,354,254,186,500,32,888,1947,320,860,633,339,842,539,409,242,132,622,32,0.721066018147223,0.736588657738859
"2016_1153_1234",2016,1153,1234,9,7,823,1925,242,701,645,432,828,495,354,254,186,500,32,855,1898,255,667,634,369,821,496,323,211,150,504,31,0.48330263270188,0.535371151861186
"2016_1153_1235",2016,1153,1235,9,4,823,1925,242,701,645,432,828,495,354,254,186,500,32,998,1990,265,697,507,291,863,529,370,197,135,497,32,0.259473223399878,0.407540511094871
"2016_1153_1242",2016,1153,1242,9,1,823,1925,242,701,645,432,828,495,354,254,186,500,32,929,1901,268,635,742,348,884,510,414,223,132,624,33,0.230637076101449,0.273034887741373
"2016_1153_1246",2016,1153,1246,9,4,823,1925,242,701,645,432,828,495,354,254,186,500,32,971,2029,236,637,777,438,874,490,374,191,192,696,34,0.148826441808311,0.312664666492682
"2016_1153_1268",2016,1153,1268,9,5,823,1925,242,701,645,432,828,495,354,254,186,500,32,848,1747,248,660,622,295,837,450,411,184,172,532,32,0.356916904301158,0.55852512387441
"2016_1153_1274",2016,1153,1274,9,3,823,1925,242,701,645,432,828,495,354,254,186,500,32,837,1756,219,599,702,310,802,410,341,194,116,530,32,0.25094379247441,0.447065681910631
"2016_1153_1276",2016,1153,1276,9,11,823,1925,242,701,645,432,828,495,354,254,186,500,32,871,1874,320,833,533,260,797,494,321,179,69,517,33,0.593033405035368,0.657783434187559
"2016_1153_1277",2016,1153,1277,9,2,823,1925,242,701,645,432,828,495,354,254,186,500,32,979,2024,310,715,608,418,1005,699,401,150,175,649,34,0.269950661547562,0.474810918353424
"2016_1153_1292",2016,1153,1292,9,15,823,1925,242,701,645,432,828,495,354,254,186,500,32,803,1789,248,638,639,318,823,404,370,194,108,634,31,0.761276184015365,0.797191741269847
"2016_1153_1314",2016,1153,1314,9,1,823,1925,242,701,645,432,828,495,354,254,186,500,32,1047,2187,183,583,705,477,916,616,371,234,149,609,34,0.115381970357594,0.246817445300014
"2016_1153_1320",2016,1153,1320,9,11,823,1925,242,701,645,432,828,495,354,254,186,500,32,771,1697,267,718,557,177,803,391,320,191,87,506,33,0.63979600568581,0.64126709066607
"2016_1153_1323",2016,1153,1323,9,6,823,1925,242,701,645,432,828,495,354,254,186,500,32,869,1844,235,637,612,349,805,431,311,179,125,496,32,0.272353689582443,0.515637770903694
"2016_1153_1328",2016,1153,1328,9,2,823,1925,242,701,645,432,828,495,354,254,186,500,32,884,1928,334,784,647,343,899,465,415,221,168,538,32,0.36087668734867,0.53503743471764
"2016_1153_1332",2016,1153,1332,9,1,823,1925,242,701,645,432,828,495,354,254,186,500,32,901,1943,231,659,782,388,792,450,375,251,192,595,33,0.164868830612348,0.292259047487835
"2016_1153_1333",2016,1153,1333,9,7,823,1925,242,701,645,432,828,495,354,254,186,500,32,759,1727,205,550,642,317,719,401,346,220,98,607,30,0.567055539124499,0.545104741645194
"2016_1153_1338",2016,1153,1338,9,10,823,1925,242,701,645,432,828,495,354,254,186,500,32,827,1801,195,555,660,392,774,520,362,156,107,542,31,0.625813559022628,0.815304833173405
"2016_1153_1344",2016,1153,1344,9,9,823,1925,242,701,645,432,828,495,354,254,186,500,32,833,1974,234,729,744,385,822,525,380,219,119,558,33,0.688148667949996,0.595662977633563
"2016_1153_1345",2016,1153,1345,9,5,823,1925,242,701,645,432,828,495,354,254,186,500,32,934,1980,259,703,695,395,993,598,406,145,158,584,34,0.381188887704071,0.492569214800989
"2016_1153_1355",2016,1153,1355,9,12,823,1925,242,701,645,432,828,495,354,254,186,500,32,791,1768,235,650,718,346,817,350,364,143,66,619,31,0.65597195188005,0.699642345406145
"2016_1153_1371",2016,1153,1371,9,6,823,1925,242,701,645,432,828,495,354,254,186,500,32,872,1937,202,573,787,425,896,447,457,240,154,616,33,0.415243599181603,0.239058022401943
"2016_1153_1372",2016,1153,1372,9,14,823,1925,242,701,645,432,828,495,354,254,186,500,32,796,1636,223,595,554,309,637,514,352,234,92,586,28,0.742540017013553,0.798903581760138
"2016_1153_1380",2016,1153,1380,9,16,823,1925,242,701,645,432,828,495,354,254,186,500,32,780,1789,182,528,692,315,783,320,351,228,103,612,31,0.753544935216125,0.815418055376291
"2016_1153_1386",2016,1153,1386,9,8,823,1925,242,701,645,432,828,495,354,254,186,500,32,926,2038,238,728,769,345,967,514,344,175,115,545,34,0.499729872419956,0.617480781334921
"2016_1153_1392",2016,1153,1392,9,13,823,1925,242,701,645,432,828,495,354,254,186,500,32,843,1768,194,517,574,355,795,489,350,177,138,487,30,0.654296447681889,0.729434628381289
"2016_1153_1393",2016,1153,1393,9,10,823,1925,242,701,645,432,828,495,354,254,186,500,32,766,1796,280,776,637,378,759,450,388,259,130,530,32,0.598838049668372,0.687935104327984
"2016_1153_1396",2016,1153,1396,9,10,823,1925,242,701,645,432,828,495,354,254,186,500,32,792,1957,251,739,529,358,818,433,293,171,100,516,32,0.649316803785677,0.442278660776698
"2016_1153_1400",2016,1153,1400,9,6,823,1925,242,701,645,432,828,495,354,254,186,500,32,789,1828,223,658,725,352,753,367,332,165,140,664,32,0.398118095419887,0.563852404847348
"2016_1153_1401",2016,1153,1401,9,3,823,1925,242,701,645,432,828,495,354,254,186,500,32,906,2016,261,745,755,436,886,574,401,235,128,615,34,0.303813646949122,0.282117823709668
"2016_1153_1403",2016,1153,1403,9,8,823,1925,242,701,645,432,828,495,354,254,186,500,32,760,1700,178,517,732,320,739,404,371,182,130,573,31,0.605246266396264,0.60284843442605
"2016_1153_1409",2016,1153,1409,9,11,823,1925,242,701,645,432,828,495,354,254,186,500,32,796,1793,216,656,717,313,773,425,335,211,83,549,31,0.676438207060238,0.574137745102811
"2016_1153_1421",2016,1153,1421,9,15,823,1925,242,701,645,432,828,495,354,254,186,500,32,803,1783,173,537,756,358,789,372,408,286,100,548,31,0.718249355497413,0.764754027730985
"2016_1153_1423",2016,1153,1423,9,13,823,1925,242,701,645,432,828,495,354,254,186,500,32,835,1835,209,613,658,355,762,397,343,207,125,716,30,0.586832438941505,0.799380722887831
"2016_1153_1425",2016,1153,1425,9,8,823,1925,242,701,645,432,828,495,354,254,186,500,32,954,2085,260,675,737,396,906,491,403,209,180,576,33,0.491143371212687,0.540542467027729
"2016_1153_1428",2016,1153,1428,9,3,823,1925,242,701,645,432,828,495,354,254,186,500,32,886,1831,248,688,703,314,902,504,401,174,139,517,33,0.320933058047793,0.557587715832995
"2016_1153_1433",2016,1153,1433,9,10,823,1925,242,701,645,432,828,495,354,254,186,500,32,953,2116,247,694,684,425,845,488,389,299,130,665,34,0.370151707624619,0.637995039750797
"2016_1153_1435",2016,1153,1435,9,11,823,1925,242,701,645,432,828,495,354,254,186,500,32,841,1826,270,695,721,304,930,478,374,138,177,612,32,0.698305829092583,0.632670715990657
"2016_1153_1437",2016,1153,1437,9,2,823,1925,242,701,645,432,828,495,354,254,186,500,32,905,1936,291,847,664,315,896,549,378,229,116,596,34,0.249530863433018,0.401015549793457
"2016_1153_1438",2016,1153,1438,9,1,823,1925,242,701,645,432,828,495,354,254,186,500,32,849,1743,198,489,565,296,756,473,310,181,97,540,33,0.163632842550622,0.592894394355426
"2016_1153_1451",2016,1153,1451,9,15,823,1925,242,701,645,432,828,495,354,254,186,500,32,773,1634,248,688,762,260,882,403,426,145,103,561,31,0.83908028339237,0.760895103320934
"2016_1153_1452",2016,1153,1452,9,3,823,1925,242,701,645,432,828,495,354,254,186,500,32,927,2050,206,627,945,541,791,502,476,338,86,795,34,0.187967017085842,0.46262330055445
"2016_1153_1453",2016,1153,1453,9,14,823,1925,242,701,645,432,828,495,354,254,186,500,32,957,2154,234,668,910,424,850,458,399,306,152,654,33,0.673821404839501,0.806944896305265
"2016_1153_1455",2016,1153,1455,9,11,823,1925,242,701,645,432,828,495,354,254,186,500,32,777,1795,227,691,679,360,802,444,305,225,111,627,31,0.569603311469181,0.527561762742954
"2016_1153_1458",2016,1153,1458,9,7,823,1925,242,701,645,432,828,495,354,254,186,500,32,751,1748,211,590,694,366,751,371,351,188,102,542,32,0.474443048673897,0.513053297568679
"2016_1153_1462",2016,1153,1462,9,2,823,1925,242,701,645,432,828,495,354,254,186,500,32,876,1938,243,672,832,418,894,524,408,234,98,646,32,0.374459140405056,0.366011580341929
"2016_1153_1463",2016,1153,1463,9,12,823,1925,242,701,645,432,828,495,354,254,186,500,32,707,1513,173,466,636,364,724,407,364,151,122,485,27,0.74371395794649,0.76235854004268
"2016_1160_1163",2016,1160,1163,8,9,805,1911,241,619,764,419,935,431,431,166,161,599,32,900,1959,239,660,581,322,920,471,378,194,171,612,34,0.248500634465328,0.361207110455996
"2016_1160_1167",2016,1160,1167,8,15,805,1911,241,619,764,419,935,431,431,166,161,599,32,751,1682,157,454,648,356,746,434,360,224,147,623,29,0.616864741684227,0.8431365219142
"2016_1160_1173",2016,1160,1173,8,7,805,1911,241,619,764,419,935,431,431,166,161,599,32,818,1780,215,620,730,317,920,470,418,189,142,610,32,0.37393855303056,0.668731298860319
"2016_1160_1181",2016,1160,1181,8,4,805,1911,241,619,764,419,935,431,431,166,161,599,32,905,1972,306,791,792,404,795,445,326,211,138,549,33,0.124587779015146,0.42526828810876
"2016_1160_1192",2016,1160,1192,8,16,805,1911,241,619,764,419,935,431,431,166,161,599,32,858,1880,225,617,631,327,700,437,403,228,78,669,31,0.635703938034136,0.871199618372145
"2016_1160_1195",2016,1160,1195,8,16,805,1911,241,619,764,419,935,431,431,166,161,599,32,818,1742,147,425,634,332,811,374,348,178,117,569,29,0.567746251635389,0.832915914189102
"2016_1160_1201",2016,1160,1201,8,14,805,1911,241,619,764,419,935,431,431,166,161,599,32,836,1942,201,586,740,366,819,418,340,261,119,712,32,0.488803630467135,0.833680548410707
"2016_1160_1211",2016,1160,1211,8,11,805,1911,241,619,764,419,935,431,431,166,161,599,32,896,1846,249,662,662,335,925,444,363,160,96,563,32,0.299790483409411,0.577510928807866
"2016_1160_1214",2016,1160,1214,8,16,805,1911,241,619,764,419,935,431,431,166,161,599,32,772,1847,198,641,775,422,817,368,416,157,110,614,30,0.733664040196595,0.763213084324642
"2016_1160_1218",2016,1160,1218,8,13,805,1911,241,619,764,419,935,431,431,166,161,599,32,778,1694,220,671,784,313,808,469,395,232,117,614,30,0.618595200913203,0.789010786773738
"2016_1160_1221",2016,1160,1221,8,16,805,1911,241,619,764,419,935,431,431,166,161,599,32,737,1785,236,721,644,269,725,459,362,213,83,555,33,0.773711107661379,0.871104424075002
"2016_1160_1231",2016,1160,1231,8,5,805,1911,241,619,764,419,935,431,431,166,161,599,32,934,1864,316,762,621,385,811,511,437,222,127,582,32,0.135314810873536,0.44707596333981
"2016_1160_1233",2016,1160,1233,8,13,805,1911,241,619,764,419,935,431,431,166,161,599,32,888,1947,320,860,633,339,842,539,409,242,132,622,32,0.542375338557005,0.805523976142768
"2016_1160_1234",2016,1160,1234,8,7,805,1911,241,619,764,419,935,431,431,166,161,599,32,855,1898,255,667,634,369,821,496,323,211,150,504,31,0.300133769198377,0.335540200362659
"2016_1160_1235",2016,1160,1235,8,4,805,1911,241,619,764,419,935,431,431,166,161,599,32,998,1990,265,697,507,291,863,529,370,197,135,497,32,0.138410514195816,0.222277288365127
"2016_1160_1242",2016,1160,1242,8,1,805,1911,241,619,764,419,935,431,431,166,161,599,32,929,1901,268,635,742,348,884,510,414,223,132,624,33,0.120833147122144,0.186861106232701
"2016_1160_1246",2016,1160,1246,8,4,805,1911,241,619,764,419,935,431,431,166,161,599,32,971,2029,236,637,777,438,874,490,374,191,192,696,34,0.0742145782576342,0.166606715455319
"2016_1160_1268",2016,1160,1268,8,5,805,1911,241,619,764,419,935,431,431,166,161,599,32,848,1747,248,660,622,295,837,450,411,184,172,532,32,0.202843288198536,0.437783818443809
"2016_1160_1274",2016,1160,1274,8,3,805,1911,241,619,764,419,935,431,431,166,161,599,32,837,1756,219,599,702,310,802,410,341,194,116,530,32,0.133145148151881,0.301057496399767
"2016_1160_1276",2016,1160,1276,8,11,805,1911,241,619,764,419,935,431,431,166,161,599,32,871,1874,320,833,533,260,797,494,321,179,69,517,33,0.400513253667588,0.610646226386273
"2016_1160_1277",2016,1160,1277,8,2,805,1911,241,619,764,419,935,431,431,166,161,599,32,979,2024,310,715,608,418,1005,699,401,150,175,649,34,0.144956389006309,0.332117546085893
"2016_1160_1292",2016,1160,1292,8,15,805,1911,241,619,764,419,935,431,431,166,161,599,32,803,1789,248,638,639,318,823,404,370,194,108,634,31,0.593835062462143,0.859761281976573
"2016_1160_1314",2016,1160,1314,8,1,805,1911,241,619,764,419,935,431,431,166,161,599,32,1047,2187,183,583,705,477,916,616,371,234,149,609,34,0.0564254822414417,0.157211957342994
"2016_1160_1320",2016,1160,1320,8,11,805,1911,241,619,764,419,935,431,431,166,161,599,32,771,1697,267,718,557,177,803,391,320,191,87,506,33,0.448837749430252,0.681818136825223
"2016_1160_1323",2016,1160,1323,8,6,805,1911,241,619,764,419,935,431,431,166,161,599,32,869,1844,235,637,612,349,805,431,311,179,125,496,32,0.146469986044131,0.311952439536953
"2016_1160_1328",2016,1160,1328,8,2,805,1911,241,619,764,419,935,431,431,166,161,599,32,884,1928,334,784,647,343,899,465,415,221,168,538,32,0.205640320291547,0.408533687043107
"2016_1160_1332",2016,1160,1332,8,1,805,1911,241,619,764,419,935,431,431,166,161,599,32,901,1943,231,659,782,388,792,450,375,251,192,595,33,0.082998601331897,0.131157085568014
"2016_1160_1333",2016,1160,1333,8,7,805,1911,241,619,764,419,935,431,431,166,161,599,32,759,1727,205,550,642,317,719,401,346,220,98,607,30,0.37519379891192,0.605153843346366
"2016_1160_1338",2016,1160,1338,8,10,805,1911,241,619,764,419,935,431,431,166,161,599,32,827,1801,195,555,660,392,774,520,362,156,107,542,31,0.434000302600682,0.697459456786884
"2016_1160_1344",2016,1160,1344,8,9,805,1911,241,619,764,419,935,431,431,166,161,599,32,833,1974,234,729,744,385,822,525,380,219,119,558,33,0.502907891181743,0.420496998421448
"2016_1160_1345",2016,1160,1345,8,5,805,1911,241,619,764,419,935,431,431,166,161,599,32,934,1980,259,703,695,395,993,598,406,145,158,584,34,0.220225683171258,0.254918008260781
"2016_1160_1355",2016,1160,1355,8,12,805,1911,241,619,764,419,935,431,431,166,161,599,32,791,1768,235,650,718,346,817,350,364,143,66,619,31,0.466437597283849,0.752771994796749
"2016_1160_1371",2016,1160,1371,8,6,805,1911,241,619,764,419,935,431,431,166,161,599,32,872,1937,202,573,787,425,896,447,457,240,154,616,33,0.245607760737544,0.294408179784909
"2016_1160_1372",2016,1160,1372,8,14,805,1911,241,619,764,419,935,431,431,166,161,599,32,796,1636,223,595,554,309,637,514,352,234,92,586,28,0.569390742008128,0.814415882357474
"2016_1160_1380",2016,1160,1380,8,16,805,1911,241,619,764,419,935,431,431,166,161,599,32,780,1789,182,528,692,315,783,320,351,228,103,612,31,0.583646865467592,0.863599966751543
"2016_1160_1386",2016,1160,1386,8,8,805,1911,241,619,764,419,935,431,431,166,161,599,32,926,2038,238,728,769,345,967,514,344,175,115,545,34,0.314120100168285,0.52711464665161
"2016_1160_1392",2016,1160,1392,8,13,805,1911,241,619,764,419,935,431,431,166,161,599,32,843,1768,194,517,574,355,795,489,350,177,138,487,30,0.464592435460704,0.587014654665422
"2016_1160_1393",2016,1160,1393,8,10,805,1911,241,619,764,419,935,431,431,166,161,599,32,766,1796,280,776,637,378,759,450,388,259,130,530,32,0.406314880634508,0.543896465488415
"2016_1160_1396",2016,1160,1396,8,10,805,1911,241,619,764,419,935,431,431,166,161,599,32,792,1957,251,739,529,358,818,433,293,171,100,516,32,0.459139045775236,0.485988208080167
"2016_1160_1400",2016,1160,1400,8,6,805,1911,241,619,764,419,935,431,431,166,161,599,32,789,1828,223,658,725,352,753,367,332,165,140,664,32,0.232694391159792,0.502970913367634
"2016_1160_1401",2016,1160,1401,8,3,805,1911,241,619,764,419,935,431,431,166,161,599,32,906,2016,261,745,755,436,886,574,401,235,128,615,34,0.166720620573449,0.212569229904247
"2016_1160_1403",2016,1160,1403,8,8,805,1911,241,619,764,419,935,431,431,166,161,599,32,760,1700,178,517,732,320,739,404,371,182,130,573,31,0.412782777264926,0.684631059046195
"2016_1160_1409",2016,1160,1409,8,11,805,1911,241,619,764,419,935,431,431,166,161,599,32,796,1793,216,656,717,313,773,425,335,211,83,549,31,0.489402677358972,0.697990112530006
"2016_1160_1421",2016,1160,1421,8,15,805,1911,241,619,764,419,935,431,431,166,161,599,32,803,1783,173,537,756,358,789,372,408,286,100,548,31,0.538908111329951,0.827044452109421
"2016_1160_1423",2016,1160,1423,8,13,805,1911,241,619,764,419,935,431,431,166,161,599,32,835,1835,209,613,658,355,762,397,343,207,125,716,30,0.39437457395085,0.703132892353093
"2016_1160_1425",2016,1160,1425,8,8,805,1911,241,619,764,419,935,431,431,166,161,599,32,954,2085,260,675,737,396,906,491,403,209,180,576,33,0.306767171789043,0.377464611749117
"2016_1160_1428",2016,1160,1428,8,3,805,1911,241,619,764,419,935,431,431,166,161,599,32,886,1831,248,688,703,314,902,504,401,174,139,517,33,0.178091182092403,0.294967543473557
"2016_1160_1433",2016,1160,1433,8,10,805,1911,241,619,764,419,935,431,431,166,161,599,32,953,2116,247,694,684,425,845,488,389,299,130,665,34,0.212250548679167,0.342109224198784
"2016_1160_1435",2016,1160,1435,8,11,805,1911,241,619,764,419,935,431,431,166,161,599,32,841,1826,270,695,721,304,930,478,374,138,177,612,32,0.514844811111795,0.524351983458992
"2016_1160_1437",2016,1160,1437,8,2,805,1911,241,619,764,419,935,431,431,166,161,599,32,905,1936,291,847,664,315,896,549,378,229,116,596,34,0.132278352277162,0.320141167900338
"2016_1160_1438",2016,1160,1438,8,1,805,1911,241,619,764,419,935,431,431,166,161,599,32,849,1743,198,489,565,296,756,473,310,181,97,540,33,0.0823158811555735,0.323410308439729
"2016_1160_1451",2016,1160,1451,8,15,805,1911,241,619,764,419,935,431,431,166,161,599,32,773,1634,248,688,762,260,882,403,426,145,103,561,31,0.705068986302821,0.836117096544434
"2016_1160_1452",2016,1160,1452,8,3,805,1911,241,619,764,419,935,431,431,166,161,599,32,927,2050,206,627,945,541,791,502,476,338,86,795,34,0.0959444799884505,0.304230964674794
"2016_1160_1453",2016,1160,1453,8,14,805,1911,241,619,764,419,935,431,431,166,161,599,32,957,2154,234,668,910,424,850,458,399,306,152,654,33,0.486421688671713,0.692333665879068
"2016_1160_1455",2016,1160,1455,8,11,805,1911,241,619,764,419,935,431,431,166,161,599,32,777,1795,227,691,679,360,802,444,305,225,111,627,31,0.377631437968026,0.558916987146946
"2016_1160_1458",2016,1160,1458,8,7,805,1911,241,619,764,419,935,431,431,166,161,599,32,751,1748,211,590,694,366,751,371,351,188,102,542,32,0.292729627627674,0.540555425264517
"2016_1160_1462",2016,1160,1462,8,2,805,1911,241,619,764,419,935,431,431,166,161,599,32,876,1938,243,672,832,418,894,524,408,234,98,646,32,0.215348742373754,0.347617701879119
"2016_1160_1463",2016,1160,1463,8,12,805,1911,241,619,764,419,935,431,431,166,161,599,32,707,1513,173,466,636,364,724,407,364,151,122,485,27,0.570897947339259,0.829189702130842
"2016_1163_1167",2016,1163,1167,9,15,900,1959,239,660,581,322,920,471,378,194,171,612,34,751,1682,157,454,648,356,746,434,360,224,147,623,29,0.829612951723908,0.737740107609341
"2016_1163_1173",2016,1163,1173,9,7,900,1959,239,660,581,322,920,471,378,194,171,612,34,818,1780,215,620,730,317,920,470,418,189,142,610,32,0.643656014580079,0.709277443568017
"2016_1163_1181",2016,1163,1181,9,4,900,1959,239,660,581,322,920,471,378,194,171,612,34,905,1972,306,791,792,404,795,445,326,211,138,549,33,0.300890830686757,0.565592993252046
"2016_1163_1192",2016,1163,1192,9,16,900,1959,239,660,581,322,920,471,378,194,171,612,34,858,1880,225,617,631,327,700,437,403,228,78,669,31,0.840692682232426,0.759060821445231
"2016_1163_1195",2016,1163,1195,9,16,900,1959,239,660,581,322,920,471,378,194,171,612,34,818,1742,147,425,634,332,811,374,348,178,117,569,29,0.798876424546084,0.840104019082079
"2016_1163_1201",2016,1163,1201,9,14,900,1959,239,660,581,322,920,471,378,194,171,612,34,836,1942,201,586,740,366,819,418,340,261,119,712,32,0.743040487228952,0.721830975839061
"2016_1163_1211",2016,1163,1211,9,11,900,1959,239,660,581,322,920,471,378,194,171,612,34,896,1846,249,662,662,335,925,444,363,160,96,563,32,0.564225529998488,0.521498789119716
"2016_1163_1214",2016,1163,1214,9,16,900,1959,239,660,581,322,920,471,378,194,171,612,34,772,1847,198,641,775,422,817,368,416,157,110,614,30,0.892824050762391,0.765931556191244
"2016_1163_1218",2016,1163,1218,9,13,900,1959,239,660,581,322,920,471,378,194,171,612,34,778,1694,220,671,784,313,808,469,395,232,117,614,30,0.830646320726412,0.740282633333024
"2016_1163_1221",2016,1163,1221,9,16,900,1959,239,660,581,322,920,471,378,194,171,612,34,737,1785,236,721,644,269,725,459,362,213,83,555,33,0.911815869892071,0.845909072228197
"2016_1163_1231",2016,1163,1231,9,5,900,1959,239,660,581,322,920,471,378,194,171,612,34,934,1864,316,762,621,385,811,511,437,222,127,582,32,0.321227475984082,0.603779435059845
"2016_1163_1233",2016,1163,1233,9,13,900,1959,239,660,581,322,920,471,378,194,171,612,34,888,1947,320,860,633,339,842,539,409,242,132,622,32,0.781859192426863,0.749163962481913
"2016_1163_1234",2016,1163,1234,9,7,900,1959,239,660,581,322,920,471,378,194,171,612,34,855,1898,255,667,634,369,821,496,323,211,150,504,31,0.564627447319849,0.602525495953555
"2016_1163_1235",2016,1163,1235,9,4,900,1959,239,660,581,322,920,471,378,194,171,612,34,998,1990,265,697,507,291,863,529,370,197,135,497,32,0.326968137206624,0.39952638093324
"2016_1163_1242",2016,1163,1242,9,1,900,1959,239,660,581,322,920,471,378,194,171,612,34,929,1901,268,635,742,348,884,510,414,223,132,624,33,0.293605032025726,0.297164102575352
"2016_1163_1246",2016,1163,1246,9,4,900,1959,239,660,581,322,920,471,378,194,171,612,34,971,2029,236,637,777,438,874,490,374,191,192,696,34,0.195123381556457,0.294022236587749
"2016_1163_1268",2016,1163,1268,9,5,900,1959,239,660,581,322,920,471,378,194,171,612,34,848,1747,248,660,622,295,837,450,411,184,172,532,32,0.43487394161227,0.702742431973319
"2016_1163_1274",2016,1163,1274,9,3,900,1959,239,660,581,322,920,471,378,194,171,612,34,837,1756,219,599,702,310,802,410,341,194,116,530,32,0.317170283554687,0.609921219891874
"2016_1163_1276",2016,1163,1276,9,11,900,1959,239,660,581,322,920,471,378,194,171,612,34,871,1874,320,833,533,260,797,494,321,179,69,517,33,0.66891856603415,0.698777994286677
"2016_1163_1277",2016,1163,1277,9,2,900,1959,239,660,581,322,920,471,378,194,171,612,34,979,2024,310,715,608,418,1005,699,401,150,175,649,34,0.338923628152251,0.436336283164545
"2016_1163_1292",2016,1163,1292,9,15,900,1959,239,660,581,322,920,471,378,194,171,612,34,803,1789,248,638,639,318,823,404,370,194,108,634,31,0.815547433527744,0.786807847927972
"2016_1163_1314",2016,1163,1314,9,1,900,1959,239,660,581,322,920,471,378,194,171,612,34,1047,2187,183,583,705,477,916,616,371,234,149,609,34,0.15314691895083,0.327579529133409
"2016_1163_1320",2016,1163,1320,9,11,900,1959,239,660,581,322,920,471,378,194,171,612,34,771,1697,267,718,557,177,803,391,320,191,87,506,33,0.711207788535252,0.646022626813707
"2016_1163_1323",2016,1163,1323,9,6,900,1959,239,660,581,322,920,471,378,194,171,612,34,869,1844,235,637,612,349,805,431,311,179,125,496,32,0.341653301120255,0.535950401981794
"2016_1163_1328",2016,1163,1328,9,2,900,1959,239,660,581,322,920,471,378,194,171,612,34,884,1928,334,784,647,343,899,465,415,221,168,538,32,0.439108052283033,0.495151838910325
"2016_1163_1332",2016,1163,1332,9,1,900,1959,239,660,581,322,920,471,378,194,171,612,34,901,1943,231,659,782,388,792,450,375,251,192,595,33,0.214896291514192,0.270120832976609
"2016_1163_1333",2016,1163,1333,9,7,900,1959,239,660,581,322,920,471,378,194,171,612,34,759,1727,205,550,642,317,719,401,346,220,98,607,30,0.644884039709961,0.684498873316534
"2016_1163_1338",2016,1163,1338,9,10,900,1959,239,660,581,322,920,471,378,194,171,612,34,827,1801,195,555,660,392,774,520,362,156,107,542,31,0.698691923309861,0.69163485149863
"2016_1163_1344",2016,1163,1344,9,9,900,1959,239,660,581,322,920,471,378,194,171,612,34,833,1974,234,729,744,385,822,525,380,219,119,558,33,0.753665201999584,0.517008755333417
"2016_1163_1345",2016,1163,1345,9,5,900,1959,239,660,581,322,920,471,378,194,171,612,34,934,1980,259,703,695,395,993,598,406,145,158,584,34,0.460649864396113,0.430279188612362
"2016_1163_1355",2016,1163,1355,9,12,900,1959,239,660,581,322,920,471,378,194,171,612,34,791,1768,235,650,718,346,817,350,364,143,66,619,31,0.725552446129495,0.700207060632185
"2016_1163_1371",2016,1163,1371,9,6,900,1959,239,660,581,322,920,471,378,194,171,612,34,872,1937,202,573,787,425,896,447,457,240,154,616,33,0.496112157635766,0.321453742132966
"2016_1163_1372",2016,1163,1372,9,14,900,1959,239,660,581,322,920,471,378,194,171,612,34,796,1636,223,595,554,309,637,514,352,234,92,586,28,0.799951425286631,0.789822199777274
"2016_1163_1380",2016,1163,1380,9,16,900,1959,239,660,581,322,920,471,378,194,171,612,34,780,1789,182,528,692,315,783,320,351,228,103,612,31,0.809133131093594,0.795133239978153
"2016_1163_1386",2016,1163,1386,9,8,900,1959,239,660,581,322,920,471,378,194,171,612,34,926,2038,238,728,769,345,967,514,344,175,115,545,34,0.580712224517794,0.583604248616225
"2016_1163_1392",2016,1163,1392,9,13,900,1959,239,660,581,322,920,471,378,194,171,612,34,843,1768,194,517,574,355,795,489,350,177,138,487,30,0.724073273071336,0.653491553564913
"2016_1163_1393",2016,1163,1393,9,10,900,1959,239,660,581,322,920,471,378,194,171,612,34,766,1796,280,776,637,378,759,450,388,259,130,530,32,0.67423540946745,0.622416282983055
